name,stars,review_count,latitude,longitude
CVS Pharmacy,2.0,11,36.013748,-115.137246
Portrait Innovations,2.5,14,36.0062999,-115.1165529
Centennial Hills Pool Service,1.5,3,36.1697096,-115.1236952
NPS Pool & Spa Supply,3.0,9,36.2734758,-115.267686
Kid To Kid,3.0,28,36.144454,-115.275932
Darzev Biliana MD Ltd,2.0,6,36.1780112,-115.3133908
Joseph Haas Insurance Agency,4.5,13,36.073101,-115.243696
Fernando Rene DDS,5.0,3,36.1125221,-115.2790635
Subway,3.0,17,36.0415696,-115.1722727
Knee & Shoulder Institute,4.0,5,36.158299,-115.302263
7-Eleven,3.0,5,36.0427959,-115.1714936
LensCrafters,3.0,10,36.1234356,-115.137288
Nevada Trails Dental,5.0,14,36.051025,-115.243667
Franklin Document Services,5.0,9,36.066688,-115.119743
Weststar Credit Union,3.0,5,36.1740595,-115.193258
Aveda Experience Center,3.5,5,36.124423,-115.146372
"Updated Auto  Repair, Body & Paint",4.5,17,36.1337877,-115.1756197
Nakata Market of Japan,4.0,28,36.1453227,-115.2412796
Mauri Landscapes,4.5,13,36.037679,-115.166221
"Sun Devil Pools Of Nevada, Inc.",3.5,3,36.1697096,-115.1236952
Jack In the Box,3.0,3,35.9986391,-115.1260166
Vegas Bail,5.0,5,36.14397,-115.186379
Subway,2.5,9,36.0533475470138,-115.27963295474
Desert Palm Pool Service,2.5,3,36.1697096,-115.1236952
Bounty Hunters,2.5,11,36.0422738,-115.1525788
Taco Bell,3.5,14,36.05545,-115.27919
Great Clips,3.5,14,36.1434155,-115.2757916
Autozone,4.0,6,36.114509,-115.289315
The Coffee Bean & Tea Leaf,4.0,50,36.1612696258949,-115.331702779313
Freed's Bakery,4.0,326,36.0109893184801,-115.119972543655
Viet My Asian Market,1.5,23,36.0516237,-115.244128
Taco Bell,4.0,5,36.14356,-115.26095
U-Haul Moving & Storage at S Las Vegas Blvd,3.5,14,36.0329916,-115.171169
Siena Suites,2.5,42,36.083945,-115.029908
Terrible Herbst,2.5,4,36.2022789,-115.1993016
Best Water Treatment,5.0,3,36.1697096,-115.1236952
Wendy's,3.0,6,36.124423,-115.146372
Daltile Tile & Stone Gallery,5.0,3,36.0697545,-115.1864874
Allen Properties,2.5,4,36.1988542,-115.2659777
Altessa Apartments,4.5,7,36.179515,-115.345253
Verizon Wireless,3.0,22,36.006758,-115.116175
Cache,4.5,3,36.1183949,-115.1729418
Sit Means Sit Dog Training,3.5,9,36.079498,-115.110967
Warren's Homework,4.0,62,36.0936113,-115.1844856
7-Eleven,3.0,10,36.106542,-115.17204
Forte Family Practice,1.5,17,36.11274,-115.21134
Earthworks Landscaping,4.0,3,36.1697096,-115.1236952
Re/Max Central,2.0,8,36.1445871,-115.2747692
Great Clips,3.5,5,36.240299,-115.2499187
A Thyme For All Seasons,3.5,54,36.0577328,-115.1583224
Delgado Dance Studios,4.0,5,36.0307753,-115.3069521
"South Point Hotel, Casino and Spa",3.5,772,36.0122999995063,-115.174638071724
USAA Savings Bank,4.5,4,36.11963,-115.158527
Silver State Window Tinting,4.0,5,36.092478,-115.208844
KLUC FM 98.5,4.0,4,36.1697096,-115.1236952
Mac Landscaping,4.0,4,36.1894407,-115.1879887
Wells Fargo Bank,3.5,3,36.0988171071958,-115.223517715614
Nate's Smog N Go Gas & Diesel,5.0,8,36.1594368,-115.0479302
"Anson, Edwards and Higgins Plastic Surgery Associates",4.0,10,36.0714488,-115.2777077
Thunderbird Cleaners,3.0,17,36.1004312,-115.3048029
Karate For Kids,2.5,4,36.124942,-115.279682
West Valley Dental,4.0,5,36.1011609,-115.2970314
Cox Pavilion,4.0,5,36.1007784,-115.1334686
Vons,2.0,22,36.1220548,-115.1385619
Taco Bell,3.5,6,36.24042,-115.233322
Las Vegas-Clark County Library System - Rainbow Library,3.5,15,36.217446,-115.2592615
Terrible Herbst,3.0,5,36.0481851,-115.1716219
McDonald's,2.0,9,36.1591549,-115.2629554
El Buen Gusto,2.5,3,36.1697096,-115.1236952
Sushi Roku,4.0,649,36.118966,-115.17305
Target,3.5,77,36.161073,-115.287009
Port of Subs,4.5,4,36.1588446,-115.1259765
Fausto's Mexican Grill,4.0,73,36.04577,-115.243934
Rebel Oil,3.0,4,36.1013084,-115.1635257
Ricardo's,3.5,179,36.1155262,-115.2085247
Supercuts,3.5,10,36.215904,-115.241108
French Connection,4.0,7,36.1629138,-115.1593311
Wells Fargo Bank,3.5,4,36.1580358,-115.1478624
Village Pub & Poker,4.0,41,36.0509873,-115.2435629
Westside Restoration,5.0,4,36.0751350275511,-115.194121677246
Village Pub & Poker,3.5,9,36.092069,-115.298114
Adidas Inline,4.0,13,36.1025779,-115.1729242
Advanced Urgent Care,2.0,28,36.0072952,-115.1151882
Supercuts,4.0,3,36.201747,-115.281933
Comprehensive Cancer Centers of Nevada,4.5,9,36.121245,-115.118253
Carvel,2.5,7,36.0952252,-115.2973018
International House of Pancakes,3.0,26,36.1910528,-115.3065246
Sweet Nails,3.0,40,35.996894,-115.2074439
Yellowstone Clubhouse,3.5,3,36.003181,-115.293505
The UPS Store,1.5,6,36.1599006652832,-115.278968811035
Shucks Tavern & Oyster Bar,4.0,154,36.291036,-115.288192
Mandalay Place,3.0,19,36.0912617,-115.1742471
7-Eleven,4.5,3,36.1740153,-115.1172016
Tire Works Total Car Care,2.5,19,36.0728086738249,-115.101372376086
Moonlight Plumbing,3.5,3,36.220007,-115.276108
Sideline Sports,3.0,11,36.270224,-115.263802
Uehara MotoWerks,5.0,15,36.1265158,-115.1920065
Anthropologie,4.5,34,36.1174528,-115.1766881
Walmart Neighborhood Market,3.0,25,36.0144588,-115.1527095
Leslie's Swimming Pool Supplies,4.0,5,36.0107363,-115.1342193
Denny's,3.0,23,36.1951421,-115.252325
Fantastic Sams,3.5,3,36.0406189,-115.1174397
Coca-Cola Company,4.0,12,36.1031891,-115.1727648
Las Vegas Golf & Tennis,4.0,12,36.1040841303497,-115.181694030762
Kfc,2.5,3,36.195376,-115.2265
Cvs Pharmacy,2.0,18,36.0560426,-115.2796359
Southern Hills Baptist Church,5.0,7,36.030387,-115.220393
Record City,3.5,19,36.143961,-115.153347
Pearle Vision,3.0,14,36.1985898,-115.2433471
Bogarts Bone Appetit,3.5,22,35.9967543,-115.2055556
Mesa Ridge Apartments,5.0,4,36.0867227479804,-115.066137001257
Walgreens,2.5,12,36.1955582,-115.2241206
Terrible Herbst,4.0,4,36.071359,-115.128102
The Olive Mediterranean Grill,4.0,93,36.0718439855996,-115.090392341656
7- Eleven,3.5,3,36.1769183,-115.1759143
Supercuts,3.0,9,36.105631,-115.135984
Children's Urgent Care & Pediatric Clinic,4.0,3,36.2226361,-115.2601319
Boca Park Dental,4.5,6,36.160444,-115.289838
Ted Wiens Tire & Auto Centers,3.5,34,36.1158704,-115.2976326
Victoria's Secret Store,3.5,14,36.127307,-115.174568
AutoZone,4.0,3,36.0998797,-115.1182252
Terrible Herbst,3.0,4,36.074069,-115.173455
Sushi Bar Sage,3.0,69,36.241946,-115.234077
Ignatius Piazza Frontsight Enterprises,5.0,4,36.0357492,-115.1533426
Gap,4.0,4,36.127307,-115.174568
Mad House Coffee,4.0,106,36.0353137117169,-115.118723829694
bebe,4.0,3,36.1214376,-115.169597
Krispy Kreme,4.0,24,36.097113,-115.176621
Villa Pizza,3.0,11,36.1373,-115.3519
Beaver Interiors,5.0,6,36.1697096,-115.1236952
Burger King,2.5,12,36.1156338,-115.172557
Matt Smith Physical Therapy,2.5,3,36.115934206779,-115.118139475489
7-Eleven,3.5,3,36.114503,-115.288407
Sheplers Western Wear,3.0,6,36.111784,-115.060916
U-Haul Moving & Trailer Hitch Center of Las Vegas,3.0,12,36.150441,-115.209689
S&k Market,4.0,3,36.188846,-115.080539
Eldorado Cleaners #8,3.0,7,36.143771,-115.2603818
Apple Event Printing,2.5,3,36.1103441,-115.204388
Fat Tuesday,4.5,157,36.1172818124135,-115.173837820312
Absolute Auto,4.5,11,36.111376,-115.297445
Terrible Herbst,4.0,7,36.115082,-115.137259
USA Baby Child Space,2.0,14,36.2403942,-115.2499375
Burger King,2.0,6,36.1155194,-115.2059561
Round 1 Boxing,3.5,6,36.1434069,-115.2627853
Anytime Fitness Las Vegas,4.5,15,36.0518858329139,-115.244024544954
Albertsons,3.0,10,36.0731964111328,-115.083282470703
Marshall-Rousso,4.5,4,36.1042481375588,-115.177333797444
Life Baptist Church,5.0,5,36.0726888,-115.2510431
Stanley Steemer Carpet Cleaner,4.0,20,36.1697096,-115.1236952
McDonald's,2.0,8,36.1716777,-115.1464136
Subway,2.0,8,36.1593762,-115.2250365
KFC,1.5,20,36.0128717,-115.1341975
Big Town Hero,4.0,3,36.0718982,-115.1068951
Strip House Steak House,4.0,286,36.1101183545379,-115.172052479901
McDonald's,1.5,13,36.1002787,-115.11401
Just Brakes,3.0,22,36.1002346,-115.3004099
The UPS Store,3.0,5,35.9958189725876,-115.207389593124
WellHealth Women's Specialty Care,3.0,29,36.091809,-115.241994
Super Hand Car Wash,4.5,8,36.1459183,-115.1377659
Futons 4 Less,4.5,3,36.150502,-115.242761
Minxx Gentlemen's Club & Lounge,3.5,5,36.105699,-115.193908
Rubio's Fresh Mexican Grill,3.0,28,36.1551327,-115.334816
Hottie World,3.5,12,36.113471,-115.3109991
Rhodes Ranch Dental,3.0,4,36.054765,-115.280529
Ross Dress for Less,3.5,42,36.1332881,-115.1633197
Lino's Pizza & Subs,3.5,28,36.2636158,-115.2513918
A Robert Cromeans Salon,4.5,62,36.231812,-115.067739
Mama Mia Pizza,4.0,18,36.1133059,-115.261617
Global Truck Wash,3.5,9,36.042575537406,-115.189815759659
Sababa,4.0,116,36.1309442,-115.2784531
Coronado Bay Club Apartments,2.5,7,36.051102,-115.224024
Sports Authority,3.5,9,36.095753,-115.2943403
Terrible Herbst,4.0,4,36.143699,-115.225724
Paul Frank Store,3.5,9,36.1274245,-115.170815
FedEx Office Print & Ship Center,4.0,6,36.0062999,-115.1165529
LensCrafters,3.5,19,36.1951421,-115.252325
Wells Fargo Bank,3.0,10,36.1153331,-115.2975935
Goin Postal,3.0,9,36.2870825,-115.2882705
Starbucks,2.0,3,36.1589993,-115.201296
Cartier,5.0,4,36.1268103,-115.1659216
Sky Las Vegas,4.0,12,36.138943,-115.161629
Sparkle Car Wash,2.5,48,36.1006402,-115.3057987
Courtyard Las Vegas - Summerlin,3.5,11,36.192757,-115.24315
Starbucks Coffee,4.5,6,36.1442303,-115.2660053
Technology Galaxy,1.0,4,36.261214,-115.247873
Taco Maker,3.0,13,36.1274245,-115.170815
Eat 'em Sandwiches,2.5,3,36.056199,-115.105022
Timothy Sauter MD - at Legacy Women's Health,3.5,8,36.035562,-115.117762
Rainbow Tailor & Cleaners,3.5,13,36.04577,-115.243934
Jennifer Web Design,5.0,11,36.0666391,-115.2133074
Dream Car Rentals,1.0,4,36.107315,-115.170976
Fremont Street Experience,3.5,804,36.1693227,-115.1413073
Subway,3.5,8,36.1282071,-115.1730081
China A Go Go,3.0,32,35.9975534,-115.2057088
Banfield Pet Hospital,2.5,6,36.2827297,-115.2875405
Hue Thai,3.5,239,36.125587,-115.211199
Rainbow's End Las Vegas Natural Foods,4.0,58,36.1445199,-115.1391949
Sport Clips,3.0,12,36.2812168383689,-115.28629044195
Ace Hardware,4.0,7,36.2481868,-115.2090475
Belleza Wedding Chapel,4.0,9,36.1466544,-115.1529615
Stars Nails,4.5,43,36.0380818,-115.2789232
Ali Baba Cuisine,3.0,60,36.0292843,-115.1162048
Antique Mall of America,2.5,29,36.0236370854442,-115.173717874042
Wells Fargo Bank,2.5,11,36.1444129,-115.2696114
Starbucks,3.5,26,36.1007014216964,-115.052431360881
Taqueria El Tizon Grill,3.5,6,36.2157057,-115.0969183
Las Vegas Farmer's Market,3.5,12,36.1886104,-115.2874806
Weststar Credit Union,2.5,4,36.1697096,-115.1236952
Banana Republic,2.5,18,36.165165,-115.156075
Hollister,1.5,3,36.124423,-115.146372
Giuseppe's Bar & Grille,3.0,90,36.078642,-115.279971
Sun Clip Express,5.0,3,36.0549289,-115.1691491
Taco Bell,2.5,16,36.042352,-115.152126
Baskin Robbins,4.5,8,36.100669,-115.117567
Beyond Nail Spa,4.0,25,36.0580926,-115.2783844
Tilly's,2.5,3,36.1591992,-115.2870807
Stewart's APW Top Gun Auto Repair,5.0,4,36.1895274,-115.2062258
Summerlin Library & Performing Arts Center,4.5,17,36.197188,-115.302258
Honest-1 Auto Care,2.5,3,36.17311,-115.125401
The Crossing,4.5,4,36.066304,-115.255162
Wells Fargo Bank,4.0,4,36.115544,-115.242525
Subway,4.5,8,36.09949,-115.120338
Del Taco,3.5,11,36.1585615,-115.1657957
Freedom Medical Supply,3.0,5,36.0276666,-115.1168653
One Nevada Credit Union,3.5,4,36.0205432,-115.1189434
Giuseppe Zanotti Design,5.0,7,36.117944,-115.17481
Protection 1 Security Solutions,3.0,4,36.0985895,-115.2068042
Eyes On Las Vegas,5.0,14,36.0982217,-115.2972129
Johnnie Walker RV Center,4.5,12,36.117467,-115.069969
Edible Arrangements,4.5,12,36.0409658,-115.1705851
Jack in the Box,3.0,5,36.158547,-115.079179
Excel Chiropractic,5.0,7,36.084612,-115.299366
Top of the Class Learning Center,3.5,9,36.0224499,-115.1762746
Animal Emergency Center,4.0,24,36.0793373,-115.1028274
Krispy Kreme Doughnuts,4.0,9,36.169971,-115.1427714
The Meridian,3.5,3,36.1162,-115.161828
Courtyard,4.0,18,36.0838689,-115.1828478
Omni Limo,2.0,8,36.1697096,-115.1236952
Lior,2.5,7,36.128561,-115.1711298
Enterprise Rent-A-Car,3.5,5,36.144184,-115.117349
Panda Express,1.5,4,36.1022582,-115.0531031
Ultimate Lawn Maintenance,4.5,71,36.0513195750255,-115.224609375
The Willows at Town Center,4.5,4,36.281758,-115.295657
Ben & Jerry's Ice Cream,3.5,8,36.1094088,-115.1727107
Bank of America,2.5,4,36.1154209,-115.3132317
Rigos Taco,3.0,10,36.1329257,-115.1896285
My Left Foot Children's Therapy,4.0,20,36.1343553,-115.2244624
J2 Cleaning Las Vegas,5.0,63,36.0544635,-115.1182572
Busy Bee Laundromat,3.0,3,36.168306,-115.130556
Starbucks,3.0,13,36.274166,-115.252954
Banfield Pet Hospital,3.0,12,36.0092932,-115.116849
Vegas Top Nails,2.5,3,36.006925,-115.1467428
Las Vegas-Clark County Library System - Sunrise Library,4.0,7,36.17793,-115.055178
Boston Cleaners,3.0,6,36.1591025,-115.3334326
Boulevard Salon,4.5,113,36.0410251,-115.1722419
Del Taco,3.5,10,36.1439329,-115.222848
Love A Pup,3.5,7,36.1909406,-115.3072017
Signature Productions,5.0,4,36.217716,-115.2319425
Subway,3.0,3,36.132914,-115.190245
Shoe Lab,4.5,15,36.123855,-115.182311
American Adventure Tours,5.0,7,36.115289,-115.262546
Fireside Restaurant & Tavern,4.0,66,36.0253434887785,-115.151046645508
Flamingo Pecos Texaco,3.0,3,36.11571,-115.101343
Pizza Hut,2.0,6,36.1305272,-115.1084585
Nine West,3.5,3,36.1618938,-115.1582452
Juicy Couture,4.5,12,36.118052,-115.174861
Office Depot,4.0,13,36.2827287,-115.2875421
Seton Academy,5.0,5,36.008663,-115.159711
AutoZone,4.5,11,36.284155,-115.270973
Cugino's Italian Deli,4.5,302,36.106605,-115.1364041
Rebel Oil,3.5,6,36.113873,-115.154444
7-Eleven,3.5,6,36.1439565,-115.2798808
Walgreens,3.0,13,36.100284,-115.208556
McDonald's,2.0,13,36.125528,-115.279608
Hilton Garden Inn Las Vegas Strip South,3.5,38,36.0473627825338,-115.171055710898
Coco's Restaurant,3.0,10,36.1001032,-115.1195456
Cantera Coronado Ranch,2.0,7,36.049888,-115.241867
Panda Express,2.5,14,36.1551327,-115.334816
Storage West Self Storage,5.0,3,36.084,-115.295761
Sam Boyd Stadium,3.0,46,36.087385,-115.017043
Subway,2.5,9,36.010778,-115.137138
"Yee Randall E, DO",3.0,6,36.071819,-115.294899
Lee Nails,2.5,5,36.011485,-115.138063
Auto Tech Centers,4.5,38,36.1445111,-115.2780021
Weddings at Flamingo Las Vegas Garden Chapel,4.5,12,36.128561,-115.1711298
Gentle Dental Charleston,3.5,8,36.1594399,-115.182374
Smilecity Dental,4.0,15,36.101597,-115.314361
Annie Bananie Las Vegas Tours,5.0,5,36.128561,-115.1711298
Mama Luigi's Pizzeria,4.5,5,36.1004312,-115.3048029
Champion Gourmet,4.0,12,36.125587,-115.211199
Marciano,4.5,7,36.1183949,-115.1729418
7-Eleven,4.0,10,36.1135019,-115.163603
Albertsons,3.0,14,36.1159210205078,-115.280181884766
Dollar Tree,4.5,8,36.1690844,-115.2061743
Snips & Clips 4 Kids,3.5,28,36.1146298,-115.3097052
Soirées Event Planners & Caterers,3.5,3,36.0823508,-115.2122139
Cleopatra Nails,2.0,9,36.143044,-115.066016
Heritage Estates,2.0,3,36.222549,-115.065185
Elysium Internet Cafe,2.5,3,36.158726,-115.272474
Paradise Nails & Spa,4.0,11,36.034511,-115.120194
Subway,3.0,8,36.05753,-115.149172
Acura of Las Vegas,4.0,43,36.1448266,-115.2467493
Hurst Family Dental,3.5,6,36.056715,-115.1173244
PostNet,3.5,4,36.1153231,-115.3132987
Pinnacle Community Association Management,2.0,4,36.0803223,-115.2423149
Subway,2.0,5,36.1442303,-115.2660053
96.3 KKLZ-FM,3.5,3,36.1009361984964,-115.164000425098
Mt Charleston Properties,4.5,3,36.1697096,-115.1236952
Wells Fargo Bank,4.0,3,36.1586832,-115.1284934
Wells Fargo Bank,3.0,5,36.1926622,-115.3044897
Man Na,4.5,37,36.1586036,-115.2367146
Poo Snatchers,4.0,5,36.1697096,-115.1236952
Discount Air Conditioning & Heating,4.0,4,36.1558244,-115.1153563
Oasis Las Vegas RV Resort,4.0,30,36.0407816,-115.1782385
Riviera Am Pm,2.5,4,36.1336852,-115.1548662
Red Carpet VIP,4.5,73,36.131931,-115.160451
Nevada Landing Hotel & Casino,2.5,3,36.169667,-115.046922
Asian Express,3.0,5,36.0243843,-115.172455
Morton's The Steakhouse,4.0,149,36.1148342,-115.1531462
Smith's Food & Drug Centers,2.0,8,36.1157147,-115.2265196
Vegas Vision,5.0,3,36.1420986,-115.1369346
Wooly Wonders,4.0,12,36.0993723,-115.0999935
Jack in the Box,2.5,7,36.1004847,-115.1841941
Denali Moving,5.0,13,36.1700213987491,-115.140560930286
Fills,2.0,5,36.0587117,-115.2790536
Bomas Bar & Grill,3.0,31,36.0423566,-115.2785401
Wells Fargo Bank,3.0,9,36.056866,-115.243595
Parkside Villas,4.5,4,36.036853,-115.135054
Lik Caesars - Peter Lik Fine Art Photography,4.5,34,36.124423,-115.146372
The Maple Tree,3.5,204,36.1256634,-115.2234519
AA Abel Mobile Auto Techs,5.0,4,36.1697096,-115.1236952
KB Home,2.5,4,36.0637794435024,-115.218900963664
Big O Tires and Service Centers,3.0,8,36.12754,-115.137767
Jiffy Lube,3.5,19,36.1001563,-115.2999721
BCBG Max Azria,4.5,4,36.121416567763,-115.169141274263
Whittlesea Blue Cab,2.5,36,36.1481491734141,-115.162587230716
Ethel M Chocolates,3.0,5,36.1688235,-115.2185573
Asian Fresh,3.5,16,36.103191,-115.168455
La Sirena,3.0,3,36.1454189,-115.118237
Cleopatra Salon,3.5,4,36.0994463,-115.301099
Spring Mountain Women's Health,3.0,9,36.076827,-115.296977
The Tarkanian Basketball Academy,3.0,12,36.1398512,-115.1761774
Jersey Mike's Subs,3.5,45,36.1186973,-115.1542695
C H Carolina Herrera,4.5,3,36.1183949,-115.1729418
Liberty Tax,1.0,3,36.1442753,-115.2743212
Alamo Hand Car Wash,4.0,182,36.0846088,-115.2437291
Umc,2.0,4,36.2361345,-115.2305662
Luxury Nails and Spa,3.0,62,36.1005561,-115.304891
Desert Nails,3.0,31,36.054765,-115.280529
Diversity Tattoos,3.5,22,36.0347891,-115.1186202
Terrible Herbst,3.5,5,36.195604,-115.251792
A-Team Motorcycles,3.5,14,36.1326909,-115.0875974
MDV Entertainment,5.0,3,36.0824695,-115.1950654
PostNet,2.5,3,36.19418,-115.025472
Charlie Palmer Steak,4.0,236,36.0909158,-115.1737761
McDonald's,2.5,8,36.0418557,-115.1178848
"Clifford J Molin, MD",4.0,5,36.20548,-115.254969
Pandora's Lounge,3.5,6,36.1795052,-115.2422213
Jack in the Box,3.0,3,36.130127,-115.110177
A-VIP Pet Resort,3.5,36,36.0600954,-115.1780754
Legend Cleaners,3.0,24,36.05657,-115.278503
Kids Turf Academy 2,3.0,4,36.0135995,-115.1339547
Sterling Bagels,3.5,11,36.2003833,-115.2819373
Beauty 2000,4.5,3,36.1591358,-115.0794132
Sunrise Carpet & Upholstery Cleaning,5.0,3,36.1697096,-115.1236952
Pawsh Wash Pet Grooming,3.5,24,36.0563548,-115.2773214
McDonald's,2.5,13,36.114845,-115.209037
7-Eleven,4.0,7,36.0126603,-115.1540749
Jay's Sharpening Service,4.5,8,36.105265,-115.197819
Desert Wind Therapeutics,5.0,3,36.116463,-115.111554
Fingerprinting Pros,5.0,20,36.1420020520001,-115.135768784232
Canyon Ranch SpaClub,3.5,294,36.122988,-115.170216
Shish Kabob House,4.0,178,36.114921,-115.236636
Burger King,3.5,15,36.0207221,-115.1219087
Elegant Kitchen Cabinets,2.5,3,36.0716151,-115.1210017
Carlisle At Summerlin,2.5,3,36.1900679,-115.31909
Great Clips,3.0,10,35.9968845,-115.2075468
Children's Dental Center,4.0,7,36.190637,-115.303317
Starbucks Coffee,3.0,4,36.143756,-115.138546
Hawaiian Pools & Waterscapes,2.0,3,36.2186674,-115.2847166
Smith's Food & Drug Centers,3.0,16,36.217168,-115.241215
A & B Printing and Mailing,4.0,5,36.1380153,-115.1706486
Maximum Audio Video,4.5,11,36.1731215479533,-115.221454085156
AutoZone,2.0,5,36.2141858,-115.2424191
The OB-Gyn Center,4.0,10,36.203735,-115.248105
Converse,4.5,6,36.01979,-115.15036
Zerorez,3.5,31,36.069002,-115.190752
Wing Stop,4.0,31,36.1662143468857,-115.061973631382
Discount Beads,5.0,23,36.1122769,-115.2782504
T-Mobile,3.0,14,36.0096199,-115.1179656
Pho Hoang,2.0,11,36.051627,-115.24387
Pizza Hut,2.5,12,36.041297,-115.1523787
St Tropez,1.0,4,36.107386,-115.154112
ACCA KAPPA,4.0,4,36.1213977,-115.171675
BlackSheep Automotive & Fabrication,5.0,10,36.0792808,-115.2107675
Arroyo Golf Club At The Red Rock Country Club,3.5,22,36.148066,-115.347639
The Athlete's Foot,4.5,6,36.1446066,-115.2039572
Best's Beauty,2.5,5,36.1591265,-115.2865643
Helping Hands of Vegas Valley,4.5,3,36.1459471,-115.178613
99 Cents Only Stores,3.5,15,36.196868,-115.256829
Zara,3.5,37,36.1282071,-115.1730081
Harley Davidson,3.5,9,36.1142769,-115.1709748
Long John Silver's,2.5,11,36.1586703,-115.2048129
Taco Bell,3.5,12,36.10006,-115.29728
Mammoth Transportation,4.0,7,36.098572,-115.197477
Desert Sportsman's Rifle & Pistol Club,3.5,3,36.1486762,-115.365253
Bruce Scher's Tires,4.0,3,36.1701798,-115.1966381
7-Eleven,2.0,3,36.1218317,-115.1458446
Mexitalia X-Press,2.0,6,36.1372759,-115.1626825
Long John Silver's,2.0,17,36.0420645,-115.121305
Chuck E Cheese's,3.0,32,36.113429734343,-115.307967626109
Las Vegas Endodontics,4.5,6,36.1434734,-115.2377133
Las Americas,4.0,26,36.1452214,-115.1187783
McDonald's,1.5,20,35.9989018527016,-115.207045226529
BOX,5.0,58,36.1472,-115.1892
Federal Courthouse,5.0,3,36.1655675,-115.1421384
Hollywood Beauty Supply,3.0,20,36.125254,-115.20555
Fashion Show,4.0,538,36.1234130165613,-115.171949081091
Angelina's Pizzeria,3.0,39,36.1580581665039,-115.046867370605
Fox Mike D J Service,5.0,8,36.1697096,-115.1236952
The Coffee Bean & Tea Leaf,4.0,7,36.1094088,-115.1727107
Eastern Canyon Dental,5.0,8,36.033015,-115.118803
FedEx Office Print & Ship Center,3.0,21,36.145179,-115.206737
Chili's Grill & Bar,3.0,89,36.0532414,-115.1723524
El Pollo Loco,2.5,23,36.238856,-115.180591
Raising Cane's,4.0,114,36.158599889252,-115.204244642292
Bootleg Benny's,4.0,6,36.1032073,-115.2794948
Yes of Course,5.0,9,36.1591407,-115.2036906
Showcase,3.5,4,36.1031723,-115.1723638
Pizza Hut,1.0,3,36.261217,-115.2473953
Sears Auto Center,3.5,9,36.127851,-115.135701
Tacos Mexico,3.5,68,36.1503339,-115.1534046
Heaven Can Wait Sanctuary,4.0,10,36.0647125,-115.2452362
Thomas & Mack Center,4.0,81,36.10264,-115.146729
Sears Auto Center,3.0,19,36.110416,-115.307404
Alcohol Awareness Training,4.5,3,36.072316,-115.107041
A Twisted Tulip,4.0,8,36.2877409,-115.288399
Panda Express,4.0,5,36.1738738,-115.0795963
Burberry,4.5,14,36.175,-115.136389
Durango Hills Golf Club,3.5,7,36.2232474,-115.2801275
Casa Fuente Cigars,4.0,170,36.119406657123,-115.174189578755
Bank of America,3.5,11,36.1013469,-115.206332
Holiday Illuminations,1.0,4,36.1697096,-115.1236952
Active Health Chiropractic,4.5,9,36.05357,-115.2791662
Fat Tuesday,4.5,245,36.1094088,-115.1727107
"Gary D Alexander, MS",5.0,3,36.2073811966469,-115.301339456406
Custom Closet Systems,5.0,4,36.0749889,-115.1886166
Rosenblum Law Offices,5.0,3,36.157257,-115.16436
MC Cleaners,4.5,19,36.01488,-115.171467
Red Persimmon Nails,3.0,13,36.129857,-115.275526
Willow Springs Dental,5.0,5,36.1275496,-115.314382
Rebel Oil,2.0,11,36.1150744,-115.2084268
Great Steak & Potato,2.0,3,36.1652351,-115.1557538
Kfc,1.5,7,36.125859,-115.222461
Qdoba Mexican Grill,3.0,33,36.1002283,-115.2098642
Armstrong McCall,3.5,3,36.1665840148926,-115.259666442871
Desert Dermatology,2.5,20,36.113693,-115.291785
Marble Express,3.5,9,36.071198,-115.191681
Lucky Cab,2.5,18,36.1697096,-115.1236952
Popeyes Chicken And Biscuits,4.0,5,36.111488,-115.2971243
Terrible Herbst,3.0,8,36.1229453,-115.3250507
Roberto's Taco Shop,3.0,17,36.1615258,-115.1728181
Discount Tire Store - Las Vegas,4.0,33,36.1013336181641,-115.224388122559
Marshall Beauty Salon,4.0,17,36.125908,-115.197904
Egg Works,4.0,335,36.114517160807,-115.295586365519
Jack In the Box,2.5,10,36.101639,-115.136447
Bone Appetit,4.5,14,36.099337,-115.3000631
7-Eleven,4.0,3,36.202976,-115.241893
Huntington Press Publishing,4.5,3,36.1234003,-115.1881676
AutoZone,4.0,5,36.1439518,-115.1473341
Bounce Fashions,5.0,3,36.1633798,-115.2894117
Red Rock Country Club,4.5,25,36.148705,-115.347939
Samurai Sam's Teriyaki Grill,3.0,43,36.1135548,-115.3073046
Terrible Herbst,1.0,3,36.1771275,-115.1746882
Cafe Modena,3.0,14,36.057248,-115.128906
Boston's,2.5,3,36.1135909,-115.3053069
Brighton Collectibles,3.5,3,36.1213977,-115.171675
The O2 Bar & Spa,3.0,3,36.074815,-115.117514
First Option Mortgage,3.5,5,36.1206306,-115.1564774
Amazing Clowns,4.0,6,36.1151407,-115.0904292
Mother's Korean Grill,3.0,204,36.1253986,-115.1963604
Roger's Repair Service,3.5,3,36.1697096,-115.1236952
Steiner's,3.5,59,36.2190148,-115.2768107
Canyon Villas,1.0,3,36.165622,-115.32285
Denny's Restaurant,2.5,76,36.1040794,-115.1727677
Boe Boxing and Fitness,4.0,10,36.1000159,-115.127262
Levi's Store,4.5,8,36.1274245,-115.170815
The Body Shop,4.0,4,36.124423,-115.146372
Tahiti Village,3.0,233,36.0596893,-115.1715273
